"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"2017"	"2017"	"Ischaemic cardiomyopathy"	"I25.5"	100	3145711	3.2
	"Iowa"	"19"	"2017"	"2017"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	67	3145711	2.1
	"Iowa"	"19"	"2017"	"2017"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	95	3145711	3.0
	"Iowa"	"19"	"2017"	"2017"	"Other secondary pulmonary hypertension"	"I27.2"	118	3145711	3.8
	"Iowa"	"19"	"2017"	"2017"	"Pulmonary heart disease, unspecified"	"I27.9"	14	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Pericardial effusion (noninflammatory)"	"I31.3"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Acute and subacute infective endocarditis"	"I33.0"	19	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Mitral (valve) insufficiency"	"I34.0"	25	3145711	0.8
	"Iowa"	"19"	"2017"	"2017"	"Aortic (valve) stenosis"	"I35.0"	232	3145711	7.4
	"Iowa"	"19"	"2017"	"2017"	"Aortic valve disorder, unspecified"	"I35.9"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Endocarditis, valve unspecified"	"I38"	48	3145711	1.5
	"Iowa"	"19"	"2017"	"2017"	"Dilated cardiomyopathy"	"I42.0"	24	3145711	0.8
	"Iowa"	"19"	"2017"	"2017"	"Other hypertrophic cardiomyopathy"	"I42.2"	10	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Cardiomyopathy, unspecified"	"I42.9"	128	3145711	4.1
	"Iowa"	"19"	"2017"	"2017"	"Atrioventricular block, complete"	"I44.2"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Sudden cardiac death, so described"	"I46.1"	15	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Cardiac arrest, unspecified"	"I46.9"	118	3145711	3.8
	"Iowa"	"19"	"2017"	"2017"	"Atrial fibrillation and flutter"	"I48"	365	3145711	11.6
	"Iowa"	"19"	"2017"	"2017"	"Ventricular fibrillation and flutter"	"I49.0"	14	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Cardiac arrhythmia, unspecified"	"I49.9"	63	3145711	2.0
	"Iowa"	"19"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	468	3145711	14.9
	"Iowa"	"19"	"2017"	"2017"	"Heart failure, unspecified"	"I50.9"	165	3145711	5.2
	"Iowa"	"19"	"2017"	"2017"	"Cardiovascular disease, unspecified"	"I51.6"	42	3145711	1.3
	"Iowa"	"19"	"2017"	"2017"	"Cardiomegaly"	"I51.7"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Other ill-defined heart diseases"	"I51.8"	26	3145711	0.8
	"Iowa"	"19"	"2017"	"2017"	"Heart disease, unspecified"	"I51.9"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	54	3145711	1.7
	"Iowa"	"19"	"2017"	"2017"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	12	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Intracerebral haemorrhage, unspecified"	"I61.9"	168	3145711	5.3
	"Iowa"	"19"	"2017"	"2017"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	17	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	59	3145711	1.9
	"Iowa"	"19"	"2017"	"2017"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	14	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	31	3145711	1.0
	"Iowa"	"19"	"2017"	"2017"	"Cerebral infarction, unspecified"	"I63.9"	135	3145711	4.3
	"Iowa"	"19"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	724	3145711	23.0
	"Iowa"	"19"	"2017"	"2017"	"Cerebral atherosclerosis"	"I67.2"	12	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other specified cerebrovascular diseases"	"I67.8"	18	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Cerebrovascular disease, unspecified"	"I67.9"	40	3145711	1.3
	"Iowa"	"19"	"2017"	"2017"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	56	3145711	1.8
	"Iowa"	"19"	"2017"	"2017"	"Generalized and unspecified atherosclerosis"	"I70.9"	66	3145711	2.1
	"Iowa"	"19"	"2017"	"2017"	"Dissection of aorta [any part]"	"I71.0"	33	3145711	1.0
	"Iowa"	"19"	"2017"	"2017"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	39	3145711	1.2
	"Iowa"	"19"	"2017"	"2017"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Peripheral vascular disease, unspecified"	"I73.9"	96	3145711	3.1
	"Iowa"	"19"	"2017"	"2017"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	26	3145711	0.8
	"Iowa"	"19"	"2017"	"2017"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	32	3145711	1.0
	"Iowa"	"19"	"2017"	"2017"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	50	3145711	1.6
	"Iowa"	"19"	"2017"	"2017"	"Influenza with pneumonia, virus not identified"	"J11.0"	17	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Bacterial pneumonia, unspecified"	"J15.9"	17	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Pneumonia, unspecified"	"J18.9"	396	3145711	12.6
	"Iowa"	"19"	"2017"	"2017"	"Emphysema, unspecified"	"J43.9"	70	3145711	2.2
	"Iowa"	"19"	"2017"	"2017"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	320	3145711	10.2
	"Iowa"	"19"	"2017"	"2017"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	85	3145711	2.7
	"Iowa"	"19"	"2017"	"2017"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	19	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1379	3145711	43.8
	"Iowa"	"19"	"2017"	"2017"	"Asthma, unspecified"	"J45.9"	27	3145711	0.9
	"Iowa"	"19"	"2017"	"2017"	"Bronchiectasis"	"J47"	12	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Pneumonitis due to food and vomit"	"J69.0"	212	3145711	6.7
	"Iowa"	"19"	"2017"	"2017"	"Adult respiratory distress syndrome"	"J80"	16	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	171	3145711	5.4
	"Iowa"	"19"	"2017"	"2017"	"Interstitial pulmonary disease, unspecified"	"J84.9"	57	3145711	1.8
	"Iowa"	"19"	"2017"	"2017"	"Pleural effusion, not elsewhere classified"	"J90"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Acute respiratory failure"	"J96.0"	19	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Chronic respiratory failure"	"J96.1"	32	3145711	1.0
	"Iowa"	"19"	"2017"	"2017"	"Respiratory failure, unspecified"	"J96.9"	81	3145711	2.6
	"Iowa"	"19"	"2017"	"2017"	"Other disorders of lung"	"J98.4"	31	3145711	1.0
	"Iowa"	"19"	"2017"	"2017"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	10	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Crohn disease, unspecified"	"K50.9"	10	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Acute vascular disorders of intestine"	"K55.0"	15	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Vascular disorder of intestine, unspecified"	"K55.9"	60	3145711	1.9
	"Iowa"	"19"	"2017"	"2017"	"Volvulus"	"K56.2"	14	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other and unspecified intestinal obstruction"	"K56.6"	74	3145711	2.4
	"Iowa"	"19"	"2017"	"2017"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	15	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	14	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Perforation of intestine (nontraumatic)"	"K63.1"	44	3145711	1.4
	"Iowa"	"19"	"2017"	"2017"	"Acute peritonitis"	"K65.0"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Alcoholic hepatitis"	"K70.1"	16	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Alcoholic cirrhosis of liver"	"K70.3"	154	3145711	4.9
	"Iowa"	"19"	"2017"	"2017"	"Alcoholic hepatic failure"	"K70.4"	14	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Alcoholic liver disease, unspecified"	"K70.9"	24	3145711	0.8
	"Iowa"	"19"	"2017"	"2017"	"Hepatic failure, unspecified"	"K72.9"	19	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Primary biliary cirrhosis"	"K74.3"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other and unspecified cirrhosis of liver"	"K74.6"	107	3145711	3.4
	"Iowa"	"19"	"2017"	"2017"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	42	3145711	1.3
	"Iowa"	"19"	"2017"	"2017"	"Liver disease, unspecified"	"K76.9"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Acute cholecystitis"	"K81.0"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Cholecystitis, unspecified"	"K81.9"	19	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Cholangitis"	"K83.0"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Acute pancreatitis, unspecified"	"K85.9"	30	3145711	1.0
	"Iowa"	"19"	"2017"	"2017"	"Disease of pancreas, unspecified"	"K86.9"	10	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	118	3145711	3.8
	"Iowa"	"19"	"2017"	"2017"	"Cellulitis, unspecified"	"L03.9"	18	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Rheumatoid arthritis, unspecified"	"M06.9"	21	3145711	0.7
	"Iowa"	"19"	"2017"	"2017"	"Arthrosis, unspecified"	"M19.9"	10	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other forms of systemic sclerosis"	"M34.8"	17	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other specified disorders of muscle"	"M62.8"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Osteomyelitis, unspecified"	"M86.9"	27	3145711	0.9
	"Iowa"	"19"	"2017"	"2017"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Acute renal failure, unspecified"	"N17.9"	46	3145711	1.5
	"Iowa"	"19"	"2017"	"2017"	"Chronic kidney disease, stage 4"	"N18.4"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Chronic kidney disease, stage 5"	"N18.5"	110	3145711	3.5
	"Iowa"	"19"	"2017"	"2017"	"Chronic renal failure, unspecified"	"N18.9"	112	3145711	3.6
	"Iowa"	"19"	"2017"	"2017"	"Unspecified renal failure"	"N19"	74	3145711	2.4
	"Iowa"	"19"	"2017"	"2017"	"Other specified disorders of kidney and ureter"	"N28.8"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Urinary tract infection, site not specified"	"N39.0"	141	3145711	4.5
	"Iowa"	"19"	"2017"	"2017"	"Hyperplasia of prostate"	"N40"	18	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Extreme immaturity"	"P07.2"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Congenital malformation of heart, unspecified"	"Q24.9"	16	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Down syndrome, unspecified"	"Q90.9"	22	3145711	0.7
	"Iowa"	"19"	"2017"	"2017"	"Respiratory arrest"	"R09.2"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Malaise and fatigue"	"R53"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Senility"	"R54"	98	3145711	3.1
	"Iowa"	"19"	"2017"	"2017"	"Other and unspecified convulsions"	"R56.8"	10	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Haemorrhage, not elsewhere classified"	"R58"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other lack of expected normal physiological development"	"R62.8"	64	3145711	2.0
	"Iowa"	"19"	"2017"	"2017"	"Cachexia"	"R64"	17	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other specified general symptoms and signs"	"R68.8"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Sudden infant death syndrome - SIDS"	"R95"	18	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other ill-defined and unspecified causes of mortality"	"R99"	81	3145711	2.6
	"Iowa"	"19"	"2017"	"2017"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	14	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	10	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident"	"V28.4"	10	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	17	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	16	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	52	3145711	1.7
	"Iowa"	"19"	"2017"	"2017"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	101	3145711	3.2
	"Iowa"	"19"	"2017"	"2017"	"Fall on same level from slipping, tripping and stumbling"	"W01"	15	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Fall involving wheelchair"	"W05"	16	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Fall involving bed"	"W06"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Fall involving chair"	"W07"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Fall on and from stairs and steps"	"W10"	46	3145711	1.5
	"Iowa"	"19"	"2017"	"2017"	"Other fall from one level to another"	"W17"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other fall on same level"	"W18"	236	3145711	7.5
	"Iowa"	"19"	"2017"	"2017"	"Unspecified fall"	"W19"	142	3145711	4.5
	"Iowa"	"19"	"2017"	"2017"	"Contact with agricultural machinery"	"W30"	18	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Drowning and submersion while in natural water"	"W69"	12	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Accidental suffocation and strangulation in bed"	"W75"	12	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	39	3145711	1.2
	"Iowa"	"19"	"2017"	"2017"	"Exposure to uncontrolled fire in building or structure"	"X00"	41	3145711	1.3
	"Iowa"	"19"	"2017"	"2017"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	63	3145711	2.0
	"Iowa"	"19"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	79	3145711	2.5
	"Iowa"	"19"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	122	3145711	3.9
	"Iowa"	"19"	"2017"	"2017"	"Accidental poisoning by and exposure to alcohol"	"X45"	26	3145711	0.8
	"Iowa"	"19"	"2017"	"2017"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Exposure to unspecified factor causing fracture"	"X59.0"	33	3145711	1.0
	"Iowa"	"19"	"2017"	"2017"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	15	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	39	3145711	1.2
	"Iowa"	"19"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	19	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	142	3145711	4.5
	"Iowa"	"19"	"2017"	"2017"	"Intentional self-harm by handgun discharge"	"X72"	109	3145711	3.5
	"Iowa"	"19"	"2017"	"2017"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	58	3145711	1.8
	"Iowa"	"19"	"2017"	"2017"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	55	3145711	1.7
	"Iowa"	"19"	"2017"	"2017"	"Assault by other and unspecified firearm discharge"	"X95"	52	3145711	1.7
	"Iowa"	"19"	"2017"	"2017"	"Assault by sharp object"	"X99"	14	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Surgical operation with implant of artificial internal device"	"Y83.1"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Surgical procedure, unspecified"	"Y83.9"	10	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Sequelae of other accidents"	"Y86"	14	3145711	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Enterocolitis due to Clostridium difficile"	"A04.7"	38	2913123	1.3
	"Kansas"	"20"	"2017"	"2017"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	23	2913123	0.8
	"Kansas"	"20"	"2017"	"2017"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	13	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Septicaemia, unspecified"	"A41.9"	303	2913123	10.4
	"Kansas"	"20"	"2017"	"2017"	"Chronic viral hepatitis C"	"B18.2"	44	2913123	1.5
	"Kansas"	"20"	"2017"	"2017"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	11	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	29	2913123	1.0
	"Kansas"	"20"	"2017"	"2017"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	12	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	10	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	12	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	158	2913123	5.4
	"Kansas"	"20"	"2017"	"2017"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	63	2913123	2.2
	"Kansas"	"20"	"2017"	"2017"	"Appendix - Malignant neoplasms"	"C18.1"	10	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	371	2913123	12.7
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasm of rectosigmoid junction"	"C19"	31	2913123	1.1
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasm of rectum"	"C20"	64	2913123	2.2
	"Kansas"	"20"	"2017"	"2017"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	85	2913123	2.9
	"Kansas"	"20"	"2017"	"2017"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	68	2913123	2.3
	"Kansas"	"20"	"2017"	"2017"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	53	2913123	1.8
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasm of gallbladder"	"C23"	11	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	10	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Biliary tract, unspecified - Malignant neoplasms"	"C24.9"	12	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	362	2913123	12.4
	"Kansas"	"20"	"2017"	"2017"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	11	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	18	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	17	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1363	2913123	46.8
	"Kansas"	"20"	"2017"	"2017"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	71	2913123	2.4
	"Kansas"	"20"	"2017"	"2017"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	17	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	20	2913123	0.7
	"Kansas"	"20"	"2017"	"2017"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	13	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	34	2913123	1.2
	"Kansas"	"20"	"2017"	"2017"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	350	2913123	12.0
	"Kansas"	"20"	"2017"	"2017"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	13	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	30	2913123	1.0
	"Kansas"	"20"	"2017"	"2017"	"Endometrium - Malignant neoplasms"	"C54.1"	57	2913123	2.0
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasm of uterus, part unspecified"	"C55"	36	2913123	1.2
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasm of ovary"	"C56"	139	2913123	4.8
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasm of prostate"	"C61"	274	2913123	9.4
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	154	2913123	5.3
	"Kansas"	"20"	"2017"	"2017"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	143	2913123	4.9
	"Kansas"	"20"	"2017"	"2017"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	152	2913123	5.2
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasm of thyroid gland"	"C73"	15	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	21	2913123	0.7
	"Kansas"	"20"	"2017"	"2017"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	33	2913123	1.1
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasm without specification of site"	"C80"	262	2913123	9.0
	"Kansas"	"20"	"2017"	"2017"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	27	2913123	0.9
	"Kansas"	"20"	"2017"	"2017"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	10	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	33	2913123	1.1
	"Kansas"	"20"	"2017"	"2017"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	83	2913123	2.8
	"Kansas"	"20"	"2017"	"2017"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	101	2913123	3.5
	"Kansas"	"20"	"2017"	"2017"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	17	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	44	2913123	1.5
	"Kansas"	"20"	"2017"	"2017"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	114	2913123	3.9
	"Kansas"	"20"	"2017"	"2017"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	18	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	15	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	17	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	48	2913123	1.6
	"Kansas"	"20"	"2017"	"2017"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	77	2913123	2.6
	"Kansas"	"20"	"2017"	"2017"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	15	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Anaemia, unspecified"	"D64.9"	22	2913123	0.8
	"Kansas"	"20"	"2017"	"2017"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	20	2913123	0.7
	"Kansas"	"20"	"2017"	"2017"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	21	2913123	0.7
	"Kansas"	"20"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	108	2913123	3.7
	"Kansas"	"20"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	15	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	18	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	153	2913123	5.3
	"Kansas"	"20"	"2017"	"2017"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	28	2913123	1.0
	"Kansas"	"20"	"2017"	"2017"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	150	2913123	5.1
	"Kansas"	"20"	"2017"	"2017"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	15	2913123	Unreliable
	"Kansas"	"20"	"2017"	"2017"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	16	2913123	Unreliable
