"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"California"	"06"	"2016"	"2016"	"Bronchitis, not specified as acute or chronic"	"J40"	20	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Unspecified chronic bronchitis"	"J42"	24	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Emphysema, unspecified"	"J43.9"	629	39250017	1.6
	"California"	"06"	"2016"	"2016"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	2016	39250017	5.1
	"California"	"06"	"2016"	"2016"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	483	39250017	1.2
	"California"	"06"	"2016"	"2016"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	161	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	9854	39250017	25.1
	"California"	"06"	"2016"	"2016"	"Predominantly allergic asthma"	"J45.0"	19	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Asthma, unspecified"	"J45.9"	337	39250017	0.9
	"California"	"06"	"2016"	"2016"	"Status asthmaticus"	"J46"	35	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Bronchiectasis"	"J47"	122	39250017	0.3
	"California"	"06"	"2016"	"2016"	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	18	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Hypersensitivity pneumonitis due to unspecified organic dust"	"J67.9"	25	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Pneumonitis due to food and vomit"	"J69.0"	1621	39250017	4.1
	"California"	"06"	"2016"	"2016"	"Adult respiratory distress syndrome"	"J80"	71	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Pulmonary oedema"	"J81"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Pulmonary eosinophilia, not elsewhere classified"	"J82"	10	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	1287	39250017	3.3
	"California"	"06"	"2016"	"2016"	"Interstitial pulmonary disease, unspecified"	"J84.9"	787	39250017	2.0
	"California"	"06"	"2016"	"2016"	"Gangrene and necrosis of lung"	"J85.0"	20	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Pyothorax with fistula"	"J86.0"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Pyothorax without fistula"	"J86.9"	34	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Pleural effusion, not elsewhere classified"	"J90"	57	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Pneumothorax, unspecified"	"J93.9"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Chronic respiratory failure"	"J96.1"	105	39250017	0.3
	"California"	"06"	"2016"	"2016"	"Respiratory failure, unspecified"	"J96.9"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other disorders of lung"	"J98.4"	148	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Diseases of mediastinum, not elsewhere classified"	"J98.5"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other specified respiratory disorders"	"J98.8"	21	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Sialoadenitis"	"K11.2"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Oesophagitis"	"K20"	18	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	54	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Achalasia of cardia"	"K22.0"	17	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Ulcer of oesophagus"	"K22.1"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Oesophageal obstruction"	"K22.2"	31	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Perforation of oesophagus"	"K22.3"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Dyskinesia of oesophagus"	"K22.4"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other specified diseases of oesophagus"	"K22.8"	16	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Gastric ulcer, chronic or unspecified with haemorrhage"	"K25.4"	83	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Gastric ulcer, chronic or unspecified with perforation"	"K25.5"	35	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Duodenal ulcer, chronic or unspecified with haemorrhage"	"K26.4"	76	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	63	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage"	"K27.4"	81	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Peptic ulcer, site unspecified, chronic or unspecified with perforation"	"K27.5"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation"	"K27.9"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Gastritis, unspecified"	"K29.7"	18	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other specified diseases of stomach and duodenum"	"K31.8"	27	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Disease of stomach and duodenum, unspecified"	"K31.9"	14	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Acute appendicitis, other and unspecified"	"K35.8"	19	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Unspecified appendicitis"	"K37"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene"	"K40.3"	29	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Umbilical hernia with obstruction, without gangrene"	"K42.0"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Ventral hernia with obstruction, without gangrene"	"K43.0"	29	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Ventral hernia without obstruction or gangrene"	"K43.9"	17	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Diaphragmatic hernia without obstruction or gangrene"	"K44.9"	55	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Unspecified abdominal hernia with obstruction, without gangrene"	"K46.0"	32	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Unspecified abdominal hernia without obstruction or gangrene"	"K46.9"	19	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Crohn disease, unspecified"	"K50.9"	58	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Ulcerative colitis, unspecified"	"K51.9"	46	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	48	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Acute vascular disorders of intestine"	"K55.0"	147	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Chronic vascular disorders of intestine"	"K55.1"	22	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Vascular disorder of intestine, unspecified"	"K55.9"	617	39250017	1.6
	"California"	"06"	"2016"	"2016"	"Volvulus"	"K56.2"	64	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Other impaction of intestine"	"K56.4"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Intestinal adhesions [bands] with obstruction"	"K56.5"	40	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Other and unspecified intestinal obstruction"	"K56.6"	259	39250017	0.7
	"California"	"06"	"2016"	"2016"	"Ileus, unspecified"	"K56.7"	19	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	46	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Diverticular disease of large intestine without perforation or abscess"	"K57.3"	25	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	151	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	143	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Constipation"	"K59.0"	22	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Megacolon, not elsewhere classified"	"K59.3"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Perforation of intestine (nontraumatic)"	"K63.1"	156	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Fistula of intestine"	"K63.2"	14	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other specified diseases of intestine"	"K63.8"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Disease of intestine, unspecified"	"K63.9"	30	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Acute peritonitis"	"K65.0"	74	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Peritonitis, unspecified"	"K65.9"	54	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Peritoneal adhesions"	"K66.0"	14	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Haemoperitoneum"	"K66.1"	14	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other specified disorders of peritoneum"	"K66.8"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Alcoholic fatty liver"	"K70.0"	78	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Alcoholic hepatitis"	"K70.1"	162	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Alcoholic cirrhosis of liver"	"K70.3"	2969	39250017	7.6
	"California"	"06"	"2016"	"2016"	"Alcoholic hepatic failure"	"K70.4"	210	39250017	0.5
	"California"	"06"	"2016"	"2016"	"Alcoholic liver disease, unspecified"	"K70.9"	363	39250017	0.9
	"California"	"06"	"2016"	"2016"	"Acute and subacute hepatic failure"	"K72.0"	33	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Chronic hepatic failure"	"K72.1"	10	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Hepatic failure, unspecified"	"K72.9"	141	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Primary biliary cirrhosis"	"K74.3"	46	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Biliary cirrhosis, unspecified"	"K74.5"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other and unspecified cirrhosis of liver"	"K74.6"	1437	39250017	3.7
	"California"	"06"	"2016"	"2016"	"Abscess of liver"	"K75.0"	17	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Autoimmune hepatitis"	"K75.4"	43	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Inflammatory liver disease, unspecified"	"K75.9"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	226	39250017	0.6
	"California"	"06"	"2016"	"2016"	"Portal hypertension"	"K76.6"	16	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Hepatorenal syndrome"	"K76.7"	45	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Other specified diseases of liver"	"K76.8"	10	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Liver disease, unspecified"	"K76.9"	433	39250017	1.1
	"California"	"06"	"2016"	"2016"	"Calculus of gallbladder with acute cholecystitis"	"K80.0"	38	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Calculus of gallbladder with other cholecystitis"	"K80.1"	14	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Calculus of gallbladder without cholecystitis"	"K80.2"	58	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Calculus of bile duct with cholangitis"	"K80.3"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Calculus of bile duct without cholangitis or cholecystitis"	"K80.5"	20	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Acute cholecystitis"	"K81.0"	155	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Cholecystitis, unspecified"	"K81.9"	122	39250017	0.3
	"California"	"06"	"2016"	"2016"	"Disease of gallbladder, unspecified"	"K82.9"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Cholangitis"	"K83.0"	93	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Obstruction of bile duct"	"K83.1"	21	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Alcohol-induced acute pancreatitis"	"K85.2"	47	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Acute pancreatitis, unspecified"	"K85.9"	182	39250017	0.5
	"California"	"06"	"2016"	"2016"	"Other chronic pancreatitis"	"K86.1"	26	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Disease of pancreas, unspecified"	"K86.9"	29	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Intestinal malabsorption, unspecified"	"K90.9"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	378	39250017	1.0
	"California"	"06"	"2016"	"2016"	"Cutaneous abscess, furuncle and carbuncle of limb"	"L02.4"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Cellulitis of other parts of limb"	"L03.1"	74	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Cellulitis of trunk"	"L03.3"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Cellulitis, unspecified"	"L03.9"	73	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Local infection of skin and subcutaneous tissue, unspecified"	"L08.9"	19	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Decubitus ulcer and pressure area, unspecified"	"L89.9"	36	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Discoid lupus erythematosus"	"L93.0"	14	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Chronic ulcer of skin, not elsewhere classified"	"L98.4"	19	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Pyogenic arthritis, unspecified"	"M00.9"	28	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Rheumatoid lung disease (J99.0*)"	"M05.1"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Rheumatoid arthritis, unspecified"	"M06.9"	169	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Arthritis, unspecified"	"M13.9"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Arthrosis, unspecified"	"M19.9"	39	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Thrombotic microangiopathy"	"M31.1"	22	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Wegener granulomatosis"	"M31.3"	25	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Other giant cell arteritis"	"M31.6"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	152	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Systemic lupus erythematosus, unspecified"	"M32.9"	14	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other dermatomyositis"	"M33.1"	18	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Polymyositis"	"M33.2"	10	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"CR(E)ST syndrome"	"M34.1"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other forms of systemic sclerosis"	"M34.8"	87	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Systemic sclerosis, unspecified"	"M34.9"	26	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Sicca syndrome [Sjogren]"	"M35.0"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other overlap syndromes"	"M35.1"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Systemic involvement of connective tissue, unspecified"	"M35.9"	23	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Scoliosis, unspecified"	"M41.9"	20	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Osteomyelitis of vertebra"	"M46.2"	40	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Spinal stenosis"	"M48.0"	35	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Infective myositis"	"M60.0"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Myositis, unspecified"	"M60.9"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other specified disorders of muscle"	"M62.8"	43	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Necrotizing fasciitis"	"M72.6"	73	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Unspecified osteoporosis with pathological fracture"	"M80.9"	36	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Osteoporosis, unspecified"	"M81.9"	28	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Other chronic osteomyelitis"	"M86.6"	16	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Osteomyelitis, unspecified"	"M86.9"	104	39250017	0.3
	"California"	"06"	"2016"	"2016"	"Acute nephritic syndrome, unspecified"	"N00.9"	22	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Acute tubulo-interstitial nephritis"	"N10"	21	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	77	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Other and unspecified hydronephrosis"	"N13.3"	16	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Obstructive and reflux uropathy, unspecified"	"N13.9"	22	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Acute renal failure with tubular necrosis"	"N17.0"	22	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Acute renal failure, unspecified"	"N17.9"	231	39250017	0.6
	"California"	"06"	"2016"	"2016"	"Chronic kidney disease, stage 3"	"N18.3"	62	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Chronic kidney disease, stage 4"	"N18.4"	84	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Chronic kidney disease, stage 5"	"N18.5"	2039	39250017	5.2
	"California"	"06"	"2016"	"2016"	"Chronic renal failure, unspecified"	"N18.9"	955	39250017	2.4
	"California"	"06"	"2016"	"2016"	"Unspecified renal failure"	"N19"	177	39250017	0.5
	"California"	"06"	"2016"	"2016"	"Calculus of kidney"	"N20.0"	52	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Calculus of ureter"	"N20.1"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other specified disorders of kidney and ureter"	"N28.8"	51	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Disorder of kidney and ureter, unspecified"	"N28.9"	54	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Vesicointestinal fistula"	"N32.1"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Urinary tract infection, site not specified"	"N39.0"	1303	39250017	3.3
	"California"	"06"	"2016"	"2016"	"Hyperplasia of prostate"	"N40"	120	39250017	0.3
	"California"	"06"	"2016"	"2016"	"Inflammatory disorders of other specified male genital organs"	"N49.8"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Death from direct obstetric cause occurring more than 42 days but less than one year after delivery"	"O96.0"	36	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery"	"O96.1"	24	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Newborn affected by incompetent cervix"	"P01.0"	42	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Newborn affected by premature rupture of membranes"	"P01.1"	66	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Newborn affected by oligohydramnios"	"P01.2"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	34	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Newborn affected by chorioamnionitis"	"P02.7"	26	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Extreme immaturity"	"P07.2"	233	39250017	0.6
	"California"	"06"	"2016"	"2016"	"Other preterm infants"	"P07.3"	29	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Intrauterine hypoxia, unspecified"	"P20.9"	18	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Birth asphyxia, unspecified"	"P21.9"	18	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Respiratory distress syndrome of newborn"	"P22.0"	33	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Primary atelectasis of newborn"	"P28.0"	19	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Neonatal cardiac failure"	"P29.0"	52	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Neonatal cardiac dysrhythmia"	"P29.1"	55	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	35	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	26	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Necrotizing enterocolitis of newborn"	"P77"	27	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Perinatal intestinal perforation"	"P78.0"	10	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	28	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	34	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Anencephaly"	"Q00.0"	27	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Microcephaly"	"Q02"	16	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Congenital hydrocephalus, unspecified"	"Q03.9"	10	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Holoprosencephaly"	"Q04.2"	14	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other reduction deformities of brain"	"Q04.3"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Congenital malformation of brain, unspecified"	"Q04.9"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Spina bifida, unspecified"	"Q05.9"	14	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Ventricular septal defect"	"Q21.0"	20	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Atrial septal defect"	"Q21.1"	19	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Atrioventricular septal defect"	"Q21.2"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Tetralogy of Fallot"	"Q21.3"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Congenital insufficiency of aortic valve"	"Q23.1"	10	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Hypoplastic left heart syndrome"	"Q23.4"	30	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Malformation of coronary vessels"	"Q24.5"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other specified congenital malformations of heart"	"Q24.8"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Congenital malformation of heart, unspecified"	"Q24.9"	85	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Peripheral arteriovenous malformation"	"Q27.3"	34	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Hypoplasia and dysplasia of lung"	"Q33.6"	24	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Polycystic kidney, unspecified"	"Q61.3"	39	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Congenital diaphragmatic hernia"	"Q79.0"	22	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	26	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Congenital malformation, unspecified"	"Q89.9"	25	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Down syndrome, unspecified"	"Q90.9"	142	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Edwards syndrome, unspecified"	"Q91.3"	48	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Patau syndrome, unspecified"	"Q91.7"	40	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Dysphagia"	"R13"	10	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Senility"	"R54"	52	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Other and unspecified convulsions"	"R56.8"	47	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Other lack of expected normal physiological development"	"R62.8"	24	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Anorexia"	"R63.0"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Abnormal findings on diagnostic imaging of lung"	"R91"	12	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Sudden infant death syndrome - SIDS"	"R95"	113	39250017	0.3
	"California"	"06"	"2016"	"2016"	"Instantaneous death"	"R96.0"	11	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Other ill-defined and unspecified causes of mortality"	"R99"	1078	39250017	2.7
	"California"	"06"	"2016"	"2016"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	36	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	509	39250017	1.3
	"California"	"06"	"2016"	"2016"	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	24	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Unspecified whether traffic or nontraffic accident"	"V05.9"	64	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	29	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	459	39250017	1.2
	"California"	"06"	"2016"	"2016"	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	23	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	46	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	20	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	32	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Pedal cyclist [any] injured in unspecified traffic accident"	"V19.9"	19	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	161	39250017	0.4
	"California"	"06"	"2016"	"2016"	"Motorcycle rider injured in collision with car, pick-up truck or van, unspecified motorcycle rider injured in traffic accident"	"V23.9"	16	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident"	"V27.4"	89	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Motorcycle rider injured in collision with fixed or stationary object, unspecified motorcycle rider injured in traffic accident"	"V27.9"	13	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident"	"V28.4"	51	39250017	0.1
	"California"	"06"	"2016"	"2016"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	91	39250017	0.2
	"California"	"06"	"2016"	"2016"	"Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.6"	15	39250017	Unreliable
	"California"	"06"	"2016"	"2016"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	60	39250017	0.2
